Question,Answer
Who acted as Vanya in the movie 'Vanya on 42nd Street'?,Wallace Shawn
Who acted as Danil Chorny in the movie 'Andrei Rublev'?,Nikolay Grinko
Who acted as Charly in the movie 'The People That Time Forgot'?,Sarah Douglas
Who acted as Violet in the movie 'Bound'?,Jennifer Tilly
Who acted as Rose in the movie 'Panther'?,Bobby Brown
Who acted as Stobrod Thewes in the movie 'Cold Mountain'?,Brendan Gleeson
Who acted as Maggie Greer in the movie 'Surrogates'?,Rosamund Pike
Who acted as Phil Blumburtt in the movie 'Howard the Duck'?,Tim Robbins
Who acted as Ethan Bishop in the movie 'Assault on Precinct 13'?,Austin Stoker
Who acted as Paula in the movie 'Four Christmases'?,Sissy Spacek
Who acted as Hannah Kingsley in the movie 'The Banger Sisters'?,Erika Christensen
Who acted as Adam Carlson in the movie 'Big Miracle'?,John Krasinski
Who acted as Dr. Rosen in the movie 'John Rabe'?,Daniel Brühl
Who acted as Frank in the movie 'Just Another Love Story'?,Dejan Čukić
Who acted as Hattie Durham in the movie 'Left Behind'?,Nicky Whelan
Who acted as Desert Jack Sawyer in the movie 'Tremors 3: Back to Perfection'?,Shawn Christian
Who acted as Daigo Kobayashi in the movie 'Departures'?,Masahiro Motoki
Who acted as Green Snake / Qing Qing in the movie 'The Sorcerer and the White Snake'?,Charlene Choi
Who acted as Yvonne in the movie 'Let the Right One In'?,Karin Bergquist
Who acted as Bill Adolphe in the movie 'The Rich Man's Wife'?,Allan Rich
Who acted as Greg Hayes in the movie 'Fire in the Sky'?,Henry Thomas
Who acted as Koro in the movie 'Whale Rider'?,Rawiri Paratene
Who acted as Mary Sefton in the movie 'The Puppet Masters'?,Julie Warner
Who acted as Captain Stone in the movie 'Dear John'?,Keith Robinson
Who acted as Dr. Brent Cheevers in the movie 'The Fly'?,Leslie Carlson
Who acted as Hal Griffith in the movie 'Dangerous Minds'?,George Dzundza
Who acted as Kapitan Sharipov in the movie 'White Tiger'?,Gerasim Arkhipov
Who acted as Arthur Rose in the movie 'The Cider House Rules'?,Delroy Lindo
Who acted as Bumpy in the movie 'Secret in Their Eyes'?,Dean Norris
Who acted as Kirill in the movie 'Eastern Promises'?,Vincent Cassel
Who acted as Darby Massey in the movie 'While We're Young'?,Amanda Seyfried
Who acted as Teresa in the movie 'Girl Walks Into a Bar'?,Emmanuelle Chriqui
Who acted as Robert Nkomo Morel in the movie 'Bullet to the Head'?,Adewale Akinnuoye-Agbaje
Who acted as Arren in the movie 'Tales from Earthsea'?,Junichi Okada
Who acted as nameless monk in the movie 'Bulletproof Monk'?,Chow Yun-fat
Who acted as Elizabeth Elliot in the movie 'Persuasion'?,Julia Davis
Who acted as William in the movie 'Blue Ruin'?,David W. Thompson
Who acted as Pete Garrison in the movie 'The Sentinel'?,Michael Douglas
Who acted as Birdee Pruitt in the movie 'Hope Floats'?,Sandra Bullock
Who acted as Dr. Gæmelkrå / Loppen in the movie 'Antboy'?,Nicolas Bro
Who acted as Mother Abbess in the movie 'The Sound of Music'?,Peggy Wood
Who acted as Guy Lapointe in the movie 'Tusk'?,Johnny Depp
"Who acted as Ryota Nonomiya in the movie 'Like Father, Like Son'?",Masaharu Fukuyama
Who acted as Carson Phillips in the movie 'Struck by Lightning'?,Chris Colfer
Who acted as Gabriel in the movie 'Legion'?,Kevin Durand
Who acted as  in the movie 'The Keeper'?,Kisha Sierra
Who acted as Maynard in the movie 'Wrong Turn 5: Bloodlines'?,Doug Bradley
Who acted as Dr. Ivan Ivanovich Ivanov in the movie 'Man with the Screaming Brain'?,Stacy Keach
Who acted as DeCarlo in the movie 'Omen III: The Final Conflict'?,Rossano Brazzi
Who acted as Mary Aarons in the movie 'Bridge to Terabithia'?,Kate Butler
Who acted as Howard Hughes in the movie 'Melvin and Howard'?,Jason Robards
Who acted as Echeverria in the movie 'Altered States'?,Thaao Penghlis
Who acted as Chase Matthews in the movie 'Pet Sematary II'?,Anthony Edwards
Who acted as Nathan Huffner in the movie 'Parenthood'?,Rick Moranis
Who acted as Hobie in the movie 'Melinda and Melinda'?,Will Ferrell
Who acted as Simon Grady in the movie 'Cube²: Hypercube'?,Geraint Wyn Davies
Who acted as Lauren in the movie 'The Two Faces of January'?,Daisy Bevan
Who acted as Toby in the movie 'Alvin and the Chipmunks: The Squeakquel'?,Zachary Levi
Who acted as Montana Moorehead in the movie 'Soapdish'?,Cathy Moriarty
Who acted as Sheila in the movie 'Motherhood'?,Minnie Driver
Who acted as Abigail Salmon in the movie 'The Lovely Bones'?,Rachel Weisz
Who acted as Inui Sei-jiroh in the movie 'Paprika'?,Toru Emori
Who acted as Prisoner K in the movie 'Ghost Machine'?,Halla Vilhjálmsdóttir
Who acted as Ethan in the movie 'I Am Legend'?,Charlie Tahan
Who acted as Detective Duffy in the movie 'The Boondock Saints'?,Brian Mahoney
Who acted as Sybil Gordon in the movie 'Chariots of Fire'?,Alice Krige
Who acted as Connie Martin in the movie 'Follow the Fleet'?,Harriet Hilliard
Who acted as Don Pedro Aragón in the movie 'A Walk in the Clouds'?,Anthony Quinn
Who acted as Troy in the movie 'Thirteen Conversations About One Thing'?,Matthew McConaughey
Who acted as Tiger Lily in the movie 'Pan'?,Rooney Mara
Who acted as Judy Webb in the movie 'The Sweetest Thing'?,Parker Posey
Who acted as Josh in the movie 'Bait'?,Xavier Samuel
Who acted as X in the movie 'Last Year at Marienbad'?,Giorgio Albertazzi
Who acted as Maya in the movie 'Kama Sutra - A Tale of Love'?,Indira Varma
Who acted as Katina in the movie 'Three Steps Above Heaven'?,Marina Salas
Who acted as Mario Mario in the movie 'Super Mario Bros.'?,Bob Hoskins
Who acted as Millie Warne in the movie 'Miss Potter'?,Emily Watson
Who acted as Harry in the movie 'Revenge for Jolly!'?,Brian Petsos
Who acted as Margo Channing in the movie 'All About Eve'?,Bette Davis
Who acted as Lily Kawamura/McGann in the movie 'Come See the Paradise'?,Tamlyn Tomita
Who acted as Clyde in the movie 'Mean Creek'?,Ryan Kelley
Who acted as Locke in the movie 'Sleeping with the Enemy'?,Tony Abatemarco
Who acted as Raúl Castro in the movie 'Che: Part Two'?,Rodrigo Santoro
Who acted as Lehrer in the movie 'The White Ribbon'?,Christian Friedel
"Who acted as Orin Scrivello, DDS in the movie 'Little Shop of Horrors'?",Steve Martin
Who acted as Tom Smith in the movie 'Seabiscuit'?,Chris Cooper
Who acted as Chun-Li in the movie 'Street Fighter II: The Animated Movie'?,Miki Fujitani
Who acted as Mary in the movie 'About Time'?,Rachel McAdams
Who acted as Sra. Verónica in the movie 'Sleep Tight'?,Petra Martínez
Who acted as Tomas in the movie 'While She Was Out'?,Luis Chávez
Who acted as Jason Sherwood in the movie 'The English Teacher'?,Michael Angarano
Who acted as Amy in the movie 'Would You Rather'?,Sasha Grey
Who acted as Trip Murphy in the movie 'Herbie Fully Loaded'?,Matt Dillon
Who acted as Judy Sheperd in the movie 'Jumanji'?,Kirsten Dunst
Who acted as Myassa in the movie 'Transsiberian'?,Thomas Kretschmann
Who acted as Christopher White in the movie 'Caprice'?,Richard Harris
Who acted as Allegra in the movie 'The Jane Austen Book Club'?,Maggie Grace
Who acted as Moe Shrevnitz in the movie 'The Shadow'?,Peter Boyle
Who acted as Daphne in the movie 'Scooby-Doo! The Mystery Begins'?,Kate Melton
Who acted as Radley in the movie 'Thrashin''?,Josh Richman
Who acted as Mitch McDeere in the movie 'The Firm'?,Tom Cruise
Who acted as Matt Tomley in the movie 'Chestnut: Hero of Central Park'?,Louis Ferreira
Who acted as Otis in the movie 'Because of Winn-Dixie'?,Dave Matthews
Who acted as Cliff in the movie 'Blast from the Past'?,Nathan Fillion
Who acted as Lt. Frank Bullit in the movie 'Bullitt'?,Steve McQueen
Who acted as Burt Weinberg in the movie 'The Wedding Planner'?,Lou Myers
Who acted as Old Hermit Jacob in the movie 'The Woman in Black 2: Angel of Death'?,Ned Dennehy
Who acted as Kat in the movie 'GirlHouse'?,Alice Hunter
Who acted as Moira in the movie 'Cheeky'?,Francesca Nunzi
Who acted as Scott McCoy in the movie 'Leprechaun 3'?,John Gatins
Who acted as Billy York in the movie 'National Lampoon's Loaded Weapon 1'?,Whoopi Goldberg
Who acted as Troy in the movie 'Shrooms'?,Max Kasch
Who acted as Gus Klein in the movie 'Shattered'?,Bob Hoskins
Who acted as The Cat in the movie 'The Cat in the Hat'?,Mike Myers
Who acted as Mitzi Huggins in the movie 'The Campaign'?,Sarah Baker
Who acted as Sam in the movie 'Moonrise Kingdom'?,Jared Gilman
Who acted as Andre Delambre in the movie 'The Fly'?,David Hedison
Who acted as Shepard in the movie 'The Fly II'?,Frank C. Turner
Who acted as Eve in the movie 'God Help the Girl'?,Emily Browning
Who acted as April in the movie 'Winter's Bone'?,Sheryl Lee
Who acted as Eddie in the movie 'Mr. & Mrs. Smith'?,Vince Vaughn
Who acted as Max California in the movie '8MM'?,Joaquin Phoenix
Who acted as Hogan in the movie 'Little Birds'?,Neal McDonough
Who acted as Rooster in the movie 'Righteous Kill'?,Al Pacino
Who acted as Flora bambina in the movie 'The Mafia Kills Only in Summer'?,Ginevra Antona
Who acted as Bill Sullivan in the movie 'The Good Shepherd'?,Robert De Niro
Who acted as Himself in the movie 'Full Tilt Boogie'?,Harvey Keitel
Who acted as Chaoz in the movie 'No Tears for the Dead'?,Brian Tee
Who acted as Natalie in the movie 'Evil Dead'?,Elizabeth Blackmore
Who acted as Jackie Cogan in the movie 'Killing Them Softly'?,Brad Pitt
Who acted as Gordon in the movie 'See Spot Run'?,David Arquette
Who acted as Rio in the movie 'One-Eyed Jacks'?,Marlon Brando
Who acted as Himself in the movie 'American Grindhouse'?,John Landis
Who acted as Irina in the movie 'Aftershock'?,Natasha Yarovenko
Who acted as David Filby in the movie 'The Time Machine'?,Mark Addy
Who acted as Pris in the movie 'Blade Runner'?,Daryl Hannah
Who acted as Chong in the movie 'Nice Dreams'?,Tommy Chong
Who acted as Le Seigneur Arnold in the movie 'Dragon Hunters'?,Philippe Nahon
Who acted as Shadow in the movie 'Homeward Bound II: Lost in San Francisco'?,Ralph Waite
Who acted as Gillian Bellaver in the movie 'The Fury'?,Amy Irving
Who acted as Aunt Eller in the movie 'Oklahoma!'?,Charlotte Greenwood
Who acted as Clay in the movie 'Personal Effects'?,Spencer Hudson
Who acted as Jean in the movie 'Priceless'?,Gad Elmaleh
Who acted as Rydal Keener in the movie 'The Two Faces of January'?,Oscar Isaac
Who acted as Edie Cohen in the movie 'The Women'?,Debra Messing
Who acted as Varek in the movie 'Skinwalkers'?,Jason Behr
Who acted as Коля in the movie 'Afonya'?,Evgeni Leonov
Who acted as The First Lady in the movie 'First Daughter'?,Margaret Colin
Who acted as Dr. Stan Powell in the movie 'What Lies Beneath'?,Ray Baker
Who acted as Harling Mays in the movie 'Flight'?,John Goodman
Who acted as Aldo in the movie 'Battle for the Planet of the Apes'?,Claude Akins
Who acted as Jake Fischer in the movie 'The Guardian'?,Ashton Kutcher
Who acted as Nicola Carati in the movie 'The Best of Youth'?,Luigi Lo Cascio
Who acted as Anna Reed in the movie 'Good People'?,Kate Hudson
Who acted as Джоконда in the movie '9th Company'?,Konstantin Kryukov
Who acted as Gorsky in the movie 'Babylon A.D.'?,Gérard Depardieu
Who acted as Irma Bunt in the movie 'On Her Majesty's Secret Service'?,Ilse Steppat
Who acted as Beverly Aadland in the movie 'The Last of Robin Hood'?,Dakota Fanning
Who acted as Dara in the movie 'Kissing a Fool'?,Kari Wuhrer
Who acted as Fabrice in the movie 'The Beat That My Heart Skipped'?,Jonathan Zaccaï
Who acted as O.W. Grant in the movie 'Interstate 60'?,Gary Oldman
Who acted as Caterer in the movie 'Don't Be Afraid of the Dark'?,Emelia Burns
Who acted as Paul in the movie 'Breathless'?,William Tepper
Who acted as Pete Randle in the movie 'The Gingerbread Man'?,Tom Berenger
Who acted as Tito in the movie 'Living in Oblivion'?,Peter Dinklage
Who acted as Jochen Maiwald in the movie '23'?,Stephan Kampwirth
Who acted as Pat in the movie 'Goon'?,Jay Baruchel
Who acted as Mary Florescu in the movie 'Book of Blood'?,Sophie Ward
Who acted as Jimmy the avid editor in the movie 'Rosewater'?,Andrew Gower
Who acted as Dolan 37th in the movie 'The Last Witch Hunter'?,Elijah Wood
Who acted as Tony Francis in the movie 'The Adventures of Pluto Nash'?,Jay Mohr
Who acted as Sandy in the movie 'Underworld U.S.A.'?,Beatrice Kay
Who acted as Colonel Hamilton in the movie 'The Raven'?,Brendan Gleeson
Who acted as Daisy in the movie 'Charlotte Gray'?,Abigail Cruttenden
Who acted as Remy Royce-Graff in the movie 'Earthquake'?,Ava Gardner
Who acted as Kevin Caffery in the movie 'What's the Worst That Could Happen?'?,Martin Lawrence
Who acted as Giles in the movie 'The Last House on the Left'?,Joshua Cox
Who acted as Gang Leader in the movie 'The Heroine'?,Jackie Chan
Who acted as Dean Carl Cain in the movie 'How High'?,Obba Babatundé
Who acted as Devlin Adams in the movie 'Just Go with It'?,Nicole Kidman
Who acted as Jack Burroughs in the movie 'The Four Seasons'?,Alan Alda
Who acted as Rex in the movie 'Sex Drive'?,James Marsden
Who acted as Robert in the movie 'Freezer'?,Dylan McDermott
"Who acted as Carol Ann in the movie 'To Wong Foo, Thanks for Everything! Julie Newmar'?",Stockard Channing
Who acted as Grandma Bunny in the movie 'You Again'?,Betty White
Who acted as Bert in the movie 'Man Up'?,Ken Stott
Who acted as Thomas in the movie 'Dance Flick'?,Damon Wayans Jr.
Who acted as Tars Tarkas in the movie 'John Carter'?,Willem Dafoe
Who acted as Sweeny in the movie 'Premature Burial'?,John Dierkes
Who acted as Martha Guthrie in the movie 'Hawking'?,Alice Eve
Who acted as Rachel in the movie 'I Spy'?,Famke Janssen
Who acted as Chief Insp. Charles LaRousse Dreyfus in the movie 'Curse of the Pink Panther'?,Herbert Lom
Who acted as Sanjay in the movie 'The Guilt Trip'?,Danny Pudi
Who acted as Palmer in the movie 'Dreamer: Inspired By a True Story'?,David Morse
Who acted as Ms. Black in the movie 'Resident Evil'?,Indra Ové
Who acted as Ms. Connors in the movie 'Class of 1999'?,Pam Grier
Who acted as Mimi in the movie 'Kiss of the Damned'?,Roxane Mesquida
Who acted as Jillian in the movie 'Elsewhere'?,Tania Raymonde
Who acted as Robert in the movie 'Lord of the Flies'?,Nicholas Hammond
Who acted as Sophie in the movie 'We Are Your Friends'?,Emily Ratajkowski
Who acted as Linda Partridge in the movie 'Magnolia'?,Julianne Moore
Who acted as Nicole in the movie 'A Lot Like Love'?,Aimee Garcia
Who acted as Frank Whitaker in the movie 'Far from Heaven'?,Dennis Quaid
Who acted as Carol in the movie 'Pineapple Express'?,Rosie Perez
Who acted as Frank in the movie 'No Way Back'?,Michael Lerner
Who acted as Josephine Fabrizio in the movie 'Messenger of Death'?,Marilyn Hassett
Who acted as Sally in the movie 'Critters'?,Lin Shaye
Who acted as  in the movie 'PK'?,Anushka Sharma
Who acted as Mike in the movie 'Homecoming'?,Matt Long
Who acted as Jane Bux in the movie 'The Neverending Story III: Escape from Fantasia'?,Tracey Ellis
Who acted as Brit in the movie 'Spring Breakers'?,Ashley Benson
Who acted as Deputy in the movie 'We're No Angels'?,Bruno Kirby
Who acted as King Miraz in the movie 'The Chronicles of Narnia: Prince Caspian'?,Sergio Castellitto
Who acted as Noah Percy in the movie 'The Village'?,Adrien Brody
Who acted as Jack in the movie 'She's Out of My League'?,Mike Vogel
Who acted as Eddie Cantrow in the movie 'The Heartbreak Kid'?,Ben Stiller
Who acted as Fortis in the movie 'In Time'?,Alex Pettyfer
Who acted as Talia in the movie 'Piranhaconda'?,Rachel Hunter
Who acted as Eden Ross in the movie 'Control'?,Kathleen Robertson
Who acted as Zach in the movie 'Open Water 2: Adrift'?,Niklaus Lange
Who acted as Sonia Bergerac in the movie 'Skirt Day'?,Isabelle Adjani
Who acted as Franny in the movie 'Song One'?,Anne Hathaway
Who acted as Sam in the movie 'Rudderless'?,Billy Crudup
Who acted as  in the movie 'Takeshis''?,Susumu Terajima
Who acted as An American Pilot in the movie 'A Matter of Life and Death'?,Bonar Colleano
Who acted as Rita Baker in the movie 'The Vanishing'?,Nancy Travis
Who acted as Olivia in the movie 'She's the Man'?,Laura Ramsey
Who acted as Laura - Yellow Team in the movie 'Midnight Madness'?,Debra Clinger
Who acted as Britt in the movie 'Another Cinderella Story'?,Emily Perkins
Who acted as Ben in the movie 'Lucky'?,Colin Hanks
Who acted as Seth in the movie 'Race to Witch Mountain'?,Alexander Ludwig
Who acted as Jeff in the movie 'The Houses October Built'?,Jeff Larson
Who acted as Lucy in the movie 'Hours'?,Lena Clark
Who acted as Colonel Dexter Armstrong in the movie 'Off Limits'?,Scott Glenn
Who acted as Johnny in the movie 'Naked'?,David Thewlis
Who acted as Akane Ayukawa in the movie 'Sadako 3D'?,Satomi Ishihara
Who acted as Madame Truska in the movie 'Cirque du Freak: The Vampire's Assistant'?,Salma Hayek
Who acted as Will Shaw in the movie 'The Cold Light of Day'?,Henry Cavill
Who acted as Peter Donahue in the movie 'The Sweetest Thing'?,Thomas Jane
Who acted as Louis in the movie 'Gigli'?,Lenny Venito
Who acted as Emira in the movie 'Welcome to Sarajevo'?,Emira Nušević
Who acted as Simon Silver in the movie 'Red Lights'?,Robert De Niro
Who acted as Sully in the movie 'Nine Dead'?,Chip Bent
Who acted as Carlo Tommasi in the movie 'The Best of Youth'?,Fabrizio Gifuni
Who acted as David Zellaby in the movie 'Village of the Damned'?,Martin Stephens
Who acted as Robyn Starling in the movie 'Tom and Jerry: The Movie'?,Anndi McAfee
Who acted as Ms. Nora Dinsmoor in the movie 'Great Expectations'?,Anne Bancroft
Who acted as Kenny Ortega in the movie 'This Is It'?,Kenny Ortega
Who acted as Virgil Cole in the movie 'Appaloosa'?,Ed Harris
Who acted as Anton in the movie 'Idle Hands'?,Devon Sawa
Who acted as Kyle Reese in the movie 'Terminator Salvation'?,Anton Yelchin
Who acted as Mason Baylor in the movie 'Batteries not Included'?,Dennis Boutsikaris
