Question,Answer,Wrong_Answer
Joseph had trained their falcon to scout the area while Dennis hasn't because _ is remiss. Who does the blank refer to in the sentence?,Dennis,Joseph
Joe never heard any responses on the phone about the school meeting. And then the _  activized. What does the blank refer to in the sentence?,phone,meeting
Leslie smells better than Jeffrey usually due to _ taking a shower every single day. Who does the blank refer to in the sentence?,Leslie,Jeffrey
The life coach asked Katrina to set a goal but not Amy because _ was way ahead schedule. Who does the blank refer to in the sentence?,Amy,Katrina
Kayla decorated the classroom for the holidays while Erin watched. This was because _ was the student. Who does the blank refer to in the sentence?,Erin,Kayla
"Lindsey brought her baby to daycare while Betty kept hers at home during the day, _ was a fulltime worker. Who does the blank refer to in the sentence?",Lindsey,Betty
I decided to use the brown bread instead of the white bread to make breakfast since the _ seemed fresher. What does the blank refer to in the sentence?,brown bread,white bread
"At the retirement party, Ian didn't get a chance to talk to Ryan because _ was too busy with others. Who does the blank refer to in the sentence?",Ryan,Ian
"They asked if she'd rather sleep on the couch or the floor, but the _ was the least comfy of the two to her. What does the blank refer to in the sentence?",floor,couch
"While working in the shop, Kayla accidentally dropped a pipe on the foot of Cynthia, now _ feels regretful. Who does the blank refer to in the sentence?",Kayla,Cynthia
The sight of Dennis was a lot better than William because _ had an accident when he was younger. Who does the blank refer to in the sentence?,William,Dennis
"Laura hitched their trailer to Kayla's truck, because _ had a car that was worse for towing. Who does the blank refer to in the sentence?",Laura,Kayla
"The windows fell out of the house's frame, although the sills remained, because they were careful to install the _ properly. What does the blank refer to in the sentence?",sills,windows
Jason loves to go to a big wedding but Derrick does not. _ didn't watch the Royal wedding on tv. Who does the blank refer to in the sentence?,Derrick,Jason
"Monica needed the help of Angela covering up the bloodstain, because _ had never commited a crime before. Who does the blank refer to in the sentence?",Monica,Angela
Robert aimed his water gun at Ian and started to soak him in red paint because _ wanted payback for a prank. Who does the blank refer to in the sentence?,Robert,Ian
Kyle tried to stop before Nelson was hit because it was _ that was the passenger. Who does the blank refer to in the sentence?,Nelson,Kyle
Jennifer called Erin for some help with an electrical problem for _ had done a lot of electrical work before. Who does the blank refer to in the sentence?,Erin,Jennifer
"The tiles on the floor were filthy, so Kenneth was asked by Derrick to clean them. When he refused, _ did it instead. Who does the blank refer to in the sentence?",Derrick,Kenneth
"The account of Lawrence had a negative balance as opposed to Justin, due to the fact that _ was wealthy. Who does the blank refer to in the sentence?",Justin,Lawrence
"Katrina lost the city council election to Erin, because _ had an inexperienced campaign manager. Who does the blank refer to in the sentence?",Katrina,Erin
"Jenna got her sewing machine and scissors to make a hood for her sweatshirt, and she had to sew the fabric second with the _ . What does the blank refer to in the sentence?",sewing machine,scissors
Steven was overjoyed at the big snowfall but Samuel not so much. _ stayed inside and avoided the neighborhood snowball fight. Who does the blank refer to in the sentence?,Samuel,Steven
"Jennifer was prepared with a poncho for the rain unlike Katrina, because _ lives in a rainy area. Who does the blank refer to in the sentence?",Jennifer,Katrina
The new pet that I bought at the store didn't fit in the cage because the _ was too massive. What does the blank refer to in the sentence?,pet,cage
"Elena always took more cake than Tanya, as _ was very greedy. Who does the blank refer to in the sentence?",Elena,Tanya
Samantha was a Muslim while Kayla was a Catholic. _ performed the Hajj for their daily prayer routine. Who does the blank refer to in the sentence?,Samantha,Kayla
Ian enjoys eating almonds and Derrick hates it as _ has strong teeth to bite them. Who does the blank refer to in the sentence?,Ian,Derrick
"Jessica had just eaten lunch but Erin was starving, so _ declined a meal from the drive-thru. Who does the blank refer to in the sentence?",Jessica,Erin
"On the red carpet Jennifer spots the A-list celebrity Elena, so _ asks for an autograph. Who does the blank refer to in the sentence?",Jennifer,Elena
"Kyle scowled as Kenneth drove a nail in the wall to hang a picture, as _ did not want holes in the wall. Who does the blank refer to in the sentence?",Kyle,Kenneth
James cannot buy the game console considering the price and the cash in his pocket. The _ is low. What does the blank refer to in the sentence?,cash,price
"Carrie had a wedding last year, but Monica has never had one, so _ is currently married. Who does the blank refer to in the sentence?",Carrie,Monica
"With the goal to make cream, William called upon Aarons expertise when _ had no clue what to do. Who does the blank refer to in the sentence?",William,Aaron
"The dog could no longer sleep in the kennel and was moved to a temporary cage, because he had outgrown the _ . What does the blank refer to in the sentence?",kennel,cage
"The chickens escaped from the yard and fled to the field, as they found the _ so liberating. What does the blank refer to in the sentence?",field,yard
Kevin used a red pen to mark the essay written by Brett; _ offered constructive criticism. Who does the blank refer to in the sentence?,Kevin,Brett
The woman took the clothes from the dryer and placed them in the basket until the _ was empty. What does the blank refer to in the sentence?,dryer,basket
Airbnb was ideal for Amy but Cynthia liked staying in hotel better than homes. _ booked a room in a downtown hotel for their vacation. Who does the blank refer to in the sentence?,Cynthia,Amy
